,Australia,Austria,Bahrain,Belgium,Brazil,China,France,Germany,Hungary,Italy,Malaysia,Mexico,Monaco,Netherlands,Portugal,Russia,Singapore,Spain,UK,USA
4,261.58233435227885,487.6275444306375,132.17644777096575,402.6105411261087,147.3694856176735,92.56852944637647,264.59293818223523,187.5775340226537,281.3962978355412,352.0004213064676,495.8491778986936,474.0548285518889,394.2088582610013,571.8543861016515,343.01861667158664,677.4755163721566,138.36769081949024,648.4697147922998,740.4881187694555,141.56833118048962
5,658.4617116885784,307.7915789981489,548.6597403612977,200.97021245086216,150.77017337057623,195.5891325121047,497.63954675369314,620.8641886219266,229.18585411756067,655.0610342418076,490.6481425081147,235.8071812602284,621.8543908655411,140.36809083470143,506.0512212959293,741.6883563034062,465.8331853997952,698.8797985513811,750.490119923139,-194.49888261209708
6,415.0130204304587,501.0302255491261,290.8081748438126,421.8143818638928,201.58032929943877,147.77956952076056,514.8429881850607,-3.4606746946810745,644.4689134878281,399.609940647817,155.78116958140163,718.0999983141664,163.56272910931148,556.6513473463419,228.1956506388669,744.8889966465358,583.2566710603132,272.1944566249731,222.78457531853928,555.4511109307059
7,432.01641975765233,490.0280210596684,288.4076970917231,497.6295447369339,502.6405428928265,150.78016896144254,719.0838383624796,583.2566693539266,740.0880363655451,476.0252261593705,410.0320184225566,381.0362245211727,329.99601622024784,650.2700715318206,-18.65371393537498,266.99341772147454,267.79357525357045,266.9934177110554,739.2878772112017,165.1730522659782
8,420.4140996994975,571.6443497920991,151.78036996893934,486.82738540071296,480.03602174913976,346.8193751578219,793.0986409197212,579.6559478550917,703.4807161440258,302.19045797386207,506.8513810192235,41.968410299217794,376.6053394426708,532.8465878747229,13.952808911097236,774.2948802739265,472.4345067672257,301.20025925859227,699.8799937381991,-194.89896263729315
9,803.8907917320612,596.4493124750734,618.6737501405005,587.6475488180877,531.0462239391927,501.0502204291115,420.2240605299594,590.6581489346863,229.58593557425772,494.0288217725756,-121.07419969688635,-117.86355686932802,397.809579317749,606.6613470653538,414.8329842140083,229.9860154442431,462.6325463359244,361.8123823622591,397.2194633014442,-32.26643556059571
0,139.35789004911203,410.4121033618576,179.18585641728714,413.212662148464,190.9782119221927,225.5951331424003,413.4227017851954,402.0204234587436,569.2538712103851,393.80878095698426,39.95800539647462,636.4873156105168,372.6045379144198,414.2228607592114,244.9990180812601,691.278272788215,377.615540792729,698.8797997509246,653.0706355248694,197.1794527572638
1,426.21525724080857,602.0504311725381,529.0558229187736,446.41930452160886,270.994217163563,54.56092744914349,524.2448664856202,395.619145281089,303.60073908168124,242.5785354904656,443.4386992148648,427.4455076895247,384.8069811741007,176.57533114674152,570.0640278641949,606.461313782871,175.17505160270957,584.0568286349298,484.83698695423664,173.77477445499972
2,628.4557102332474,320.79417918398394,-228.29564282522188,259.78197565549635,483.6367439185269,45.95920657116221,-10.262034443032462,276.9954167472606,316.00321968394564,253.78077316805133,266.8033704327827,658.291675148881,269.58393680574954,135.1670503494388,125.17505190917292,477.03542224067496,536.0472267848381,276.79537816741504,455.2310639584903,648.4697171520966
3,394.80897785598063,526.2352674655558,72.16444784001214,200.9702116260887,500.4401019818906,280.40609425873845,124.76497116137762,192.9786137295013,578.0556296586874,440.2180615479592,107.97160695987986,483.2566656775598,358.40169830145896,493.8387861375813,182.5865327755455,501.6403448238853,207.18145254749103,687.277478243399,177.77557359833736,49.74996801413363
4,411.8123799125314,366.4032984596852,294.20885585815995,407.0114224699501,340.8081767061958,296.6093327142007,765.8931983577495,279.7959789139277,139.167852681363,288.1876570589666,136.77736783001455,223.4047004972817,389.8079809441697,264.3928970115667,236.5973366063845,413.422702906013,453.4307025121816,330.0060200646403,626.2652721285704,364.0128214594733
5,312.5925357128144,313.3926974107744,596.8693867491966,148.35969087976264,198.5797317653778,158.3816905868298,349.40990227955626,203.18065615196247,443.4287074416643,370.4040987210756,233.79677382929367,677.0954352654226,83.94680711923866,7.341484341013711,234.9970151605376,272.79457598377485,387.2174631329544,348.809780882526,474.2348672680382,181.17625374914496
6,448.0196215038304,452.42050241230754,257.6015346375352,176.36529246071586,349.8099791590939,43.55872588802595,491.6383488538268,210.7821733042365,657.2714767473226,220.5741333660844,490.0480194111005,371.03422162035713,212.17245347620337,496.239265205455,476.8453815931571,787.4975202775968,250.3900969341048,361.2122625129705,196.57933432905705,584.4569089943543
7,302.590533828974,304.59093813051004,76.56532730979961,487.227464323485,243.7887752137904,194.18885214673355,139.968011054385,332.8065784247883,279.3958970188978,569.2438689380651,506.45130098433583,276.6153402996424,50.34008671416086,191.17825336602985,235.9972127233632,660.6721539906866,479.4359089875943,218.58373557848967,570.4541110997088,461.63234573524096
8,190.5681310079817,706.4713143758418,411.632342096389,277.5855376536492,164.3728920231224,174.9850119324692,185.9772144287708,364.01282264787005,582.2564717888599,492.0284262125497,111.77236794502824,293.41869965638034,190.368092461169,208.9818143352749,136.77737209075713,333.406701195956,329.20585949369706,650.4701154427894,-32.4664741329907,98.55972976060002
9,662.0624294191366,446.8193830994133,278.80577588576125,386.4073034023168,189.97801003156928,164.38289310855907,475.6351468923094,127.16545033751754,386.217262458289,570.8441899736645,316.41329237344326,444.8489894178638,337.3974964985973,148.96981106125168,130.97621080846875,264.3928964815859,364.2128611050138,173.1746559199819,440.228064777184,190.7781753681193
